"Timestamp","Płeć","Wiek","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się świetnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym nastroju.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się rozluźniony i spokojny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się szaro i beznadziejnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w dobrym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem pogodny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się przygnębiony.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest złe.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest dobre.]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Radość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Niepokój]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Strach]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Miłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Gniew]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wesołość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Upokorzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Smutek]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wzburzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Lęk]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Żal ]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Obawa]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Złość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Załamanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Szczęście]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wściekłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Oddanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Zadowolenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Czułość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wstyd]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Poczucie winy]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Przywiązanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Depresja]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Nieszczęście]","Ile godzin średnio przesypiasz w ciągu doby?","Czy masz wyznaczone pory snu?","Jak oceniasz jakość swojego snu?","Ile godzin tygodniowo poświęcasz na sport?","Jaki środek transportu wybierasz najczęściej?","Jak oceniasz swoją kondycję fizyczną?","Ile godzin (średnio) w ciągu dnia korzystasz z urządzeń elektronicznych (komputer, laptop, tablet) pracując lub ucząc się?","Ile godzin dziennie poświęcasz na korzystanie z urządzeń w celach rozrywkowych?","Czy zdarza Ci się mieć poczucie, że za dużo czasu spędzasz korzystając z urządzeń elektronicznych?","Co przeważa w Twojej diecie?","Jaką wagę przywiązujesz do jakości swoich posiłków?","Jak oceniasz regularność swoich posiłków?","Czy masz kogoś, na kim możesz polegać w trudnej sytuacji?","Z iloma osobami utrzymujesz regularny kontakt w celach towarzyskich?","Jakie znaczenie mają dla Ciebie kontakty z innymi ludźmi?"
"2019/11/04 2:48:37 PM GMT+1","mężczyzna","22","zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","nigdy","zawsze","bardzo rzadko","zawsze","nigdy","nigdy","nigdy","nigdy","nigdy","nigdy","bardzo rzadko","nigdy","zawsze","nigdy","zawsze","zawsze","zawsze","nigdy","nigdy","zawsze","nigdy","nigdy","8-10","4","5","więcej niż 4","chodzę pieszo","5","powyżej 8","więcej niż 4","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/04 3:06:51 PM GMT+1","kobieta","22","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","często","rzadko","czasami","czasami","często","często","czasami","czasami","często","rzadko","rzadko","rzadko","bardzo często","czasami","często","często","często","często","często","często","często","często","rzadko","rzadko","6-8","5","5","więcej niż 4","samochód","5","3 - 5","1 - 2","czasami","mam zbilansowaną dietę","jestem tym, co jem!","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/04 3:17:50 PM GMT+1","mężczyzna","21","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","bardzo często","czasami","czasami","rzadko","czasami","bardzo często","bardzo rzadko","czasami","bardzo rzadko","rzadko","bardzo często","rzadko","czasami","nigdy","często","rzadko","często","często","często","rzadko","bardzo rzadko","często","nigdy","bardzo rzadko","6-8","1","2","2,5 - 4","komunikacja miejska","4","5 - 8","2 - 3","bardzo często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","zazwyczaj jem regularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","5 i więcej","4"
"2019/11/04 3:20:06 PM GMT+1","mężczyzna","22","raczej się zgadzam","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","często","rzadko","bardzo rzadko","bardzo często","czasami","często","rzadko","czasami","czasami","rzadko","rzadko","rzadko","czasami","bardzo rzadko","często","rzadko","czasami","rzadko","często","rzadko","często","czasami","rzadko","czasami","6-8","2","3","1 - 2,5","komunikacja miejska","4","powyżej 8","1 - 2","często","warzywa i owoce","jest to dla mnie dość ważne","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","5 i więcej","3"
"2019/11/04 3:28:01 PM GMT+1","kobieta","21","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","bardzo często","czasami","czasami","bardzo często","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","często","bardzo często","bardzo często","bardzo rzadko","nigdy","bardzo często","nigdy","nigdy","6-8","3","4","mniej niż 1","komunikacja miejska","3","5 - 8","więcej niż 4","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/04 3:34:38 PM GMT+1","kobieta","21","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","zawsze","nigdy","zawsze","nigdy","bardzo rzadko","nigdy","nigdy","nigdy","bardzo rzadko","bardzo rzadko","nigdy","zawsze","nigdy","zawsze","zawsze","zawsze","nigdy","nigdy","zawsze","nigdy","nigdy","4-6","2","5","nie uprawiam żadnego sportu","samochód","5","3 - 5","mniej niż 1","nigdy","warzywa i owoce","wszystko mi jedno","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/04 4:06:21 PM GMT+1","kobieta","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","czasami","rzadko","czasami","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","bardzo rzadko","nigdy","nigdy","bardzo rzadko","rzadko","bardzo rzadko","czasami","bardzo rzadko","czasami","czasami","rzadko","nigdy","bardzo rzadko","czasami","nigdy","nigdy","6-8","4","3","nie uprawiam żadnego sportu","samochód","3","mniej niż 3","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/04 4:12:20 PM GMT+1","kobieta","19","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","bardzo często","rzadko","bardzo rzadko","zawsze","rzadko","zawsze","nigdy","bardzo rzadko","nigdy","bardzo rzadko","nigdy","bardzo rzadko","nigdy","bardzo rzadko","bardzo często","bardzo rzadko","rzadko","bardzo często","bardzo często","nigdy","nigdy","rzadko","nigdy","nigdy","6-8","4","5","1 - 2,5","rower","5","3 - 5","1 - 2","często","warzywa i owoce","jestem tym, co jem!","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/04 4:19:48 PM GMT+1","kobieta","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","czasami","bardzo rzadko","bardzo często","często","bardzo często","nigdy","bardzo rzadko","często","bardzo rzadko","nigdy","czasami","czasami","bardzo często","zawsze","często","czasami","zawsze","bardzo często","nigdy","bardzo rzadko","zawsze","nigdy","nigdy","8-10","4","3","nie uprawiam żadnego sportu","komunikacja miejska","4","mniej niż 3","3 - 4","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/04 4:21:57 PM GMT+1","kobieta","21","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","rzadko","nigdy","nigdy","bardzo często","nigdy","rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","czasami","nigdy","często","rzadko","nigdy","czasami","nigdy","rzadko","nigdy","nigdy","nigdy","nigdy","4-6","2","3","więcej niż 4","komunikacja miejska","3","mniej niż 3","2 - 3","często","żywność mocno przetworzona (mrożonki, gotowe dania)","nie jest to moim priorytetem","jem nieregularnie","z rodziną/znajomymi nie poruszam poważnych tematów","2 - 3","4"
"2019/11/04 4:25:32 PM GMT+1","kobieta","21","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","często","często","bardzo rzadko","zawsze","często","często","czasami","czasami","często","często","czasami","bardzo często","często","nigdy","bardzo często","nigdy","zawsze","bardzo często","zawsze","czasami","często","bardzo często","nigdy","nigdy","8-10","4","4","2,5 - 4","komunikacja miejska","3","nie używam/rzadko używam komputera do pracy/nauki","więcej niż 4","bardzo często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","mam stałe pory posiłków","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","2"
"2019/11/04 4:42:22 PM GMT+1","mężczyzna","21","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","nigdy","nigdy","nigdy","bardzo często","nigdy","bardzo rzadko","rzadko","nigdy","nigdy","nigdy","nigdy","nigdy","rzadko","nigdy","rzadko","bardzo często","bardzo rzadko","nigdy","nigdy","nigdy","nigdy","nigdy","8-10","5","5","więcej niż 4","samochód","5","3 - 5","3 - 4","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","5"
"2019/11/04 4:47:17 PM GMT+1","kobieta","21","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","czasami","czasami","rzadko","zawsze","często","często","nigdy","czasami","czasami","rzadko","rzadko","rzadko","czasami","czasami","często","często","zawsze","bardzo często","bardzo często","często","często","zawsze","czasami","często","6-8","3","2","więcej niż 4","chodzę pieszo","3","powyżej 8","więcej niż 4","bardzo często","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","2 - 3","4"
"2019/11/04 4:52:27 PM GMT+1","kobieta","21","raczej się nie zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się zgadzam","często","czasami","bardzo rzadko","czasami","często","często","nigdy","często","często","nigdy","bardzo rzadko","rzadko","często","czasami","często","często","bardzo rzadko","często","rzadko","nigdy","bardzo rzadko","zawsze","rzadko","bardzo rzadko","8-10","4","3","mniej niż 1","samochód","2","mniej niż 3","1 - 2","bardzo często","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","3"
"2019/11/04 5:29:09 PM GMT+1","kobieta","20","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","bardzo często","bardzo często","rzadko","bardzo często","często","bardzo często","nigdy","rzadko","czasami","czasami","czasami","czasami","czasami","nigdy","bardzo często","rzadko","bardzo często","bardzo często","często","czasami","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","6-8","4","4","mniej niż 1","komunikacja miejska","2","3 - 5","3 - 4","często","fast food","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/04 5:46:53 PM GMT+1","kobieta","22","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","bardzo często","często","bardzo często","zawsze","nigdy","bardzo często","bardzo rzadko","bardzo rzadko","nigdy","bardzo często","często","bardzo często","nigdy","nigdy","zawsze","nigdy","zawsze","bardzo często","bardzo często","bardzo rzadko","bardzo często","zawsze","nigdy","nigdy","6-8","5","5","1 - 2,5","chodzę pieszo","4","3 - 5","1 - 2","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","3"
"2019/11/04 6:01:03 PM GMT+1","kobieta","23","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","często","czasami","często","bardzo rzadko","bardzo rzadko","często","często","bardzo rzadko","czasami","bardzo często","bardzo rzadko","zawsze","często","bardzo często","często","często","zawsze","często","czasami","6-8","4","4","1 - 2,5","chodzę pieszo","4","mniej niż 3","3 - 4","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/04 6:05:18 PM GMT+1","kobieta","21","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","bardzo często","rzadko","czasami","rzadko","rzadko","bardzo często","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","bardzo rzadko","rzadko","rzadko","bardzo rzadko","czasami","rzadko","bardzo rzadko","bardzo często","czasami","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","rzadko","mniej niż 4","2","2","więcej niż 4","komunikacja miejska","3","5 - 8","1 - 2","często","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","2 - 3","4"
"2019/11/04 6:10:31 PM GMT+1","kobieta","20","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","bardzo rzadko","zawsze","nigdy","bardzo często","nigdy","nigdy","nigdy","bardzo rzadko","rzadko","bardzo rzadko","nigdy","nigdy","bardzo często","nigdy","bardzo często","zawsze","bardzo często","bardzo rzadko","nigdy","zawsze","nigdy","nigdy","8-10","5","4","nie uprawiam żadnego sportu","samochód","3","mniej niż 3","mniej niż 1","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/04 6:26:50 PM GMT+1","kobieta","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","raczej się nie zgadzam","raczej się zgadzam","często","czasami","bardzo rzadko","bardzo często","rzadko","bardzo często","nigdy","rzadko","rzadko","nigdy","nigdy","nigdy","rzadko","nigdy","bardzo często","nigdy","bardzo często","bardzo często","bardzo często","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","4","3","2,5 - 4","samochód","3","powyżej 8","mniej niż 1","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/04 6:39:33 PM GMT+1","mężczyzna","21","raczej się zgadzam","raczej się nie zgadzam","zgadzam się","raczej się nie zgadzam","zgadzam się","nie zgadzam się","raczej się nie zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","rzadko","często","czasami","nigdy","często","czasami","nigdy","czasami","rzadko","czasami","nigdy","często","czasami","rzadko","czasami","rzadko","nigdy","czasami","nigdy","rzadko","rzadko","nigdy","nigdy","bardzo rzadko","6-8","4","3","więcej niż 4","samochód","4","5 - 8","1 - 2","czasami","mam zbilansowaną dietę","nie jest to moim priorytetem","różnie z tym bywa","nie mam nikogo takiego","2 - 3","2"
"2019/11/04 7:21:34 PM GMT+1","kobieta","21","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","nigdy","zawsze","bardzo często","bardzo często","czasami","rzadko","zawsze","nigdy","bardzo często","bardzo często","nigdy","nigdy","zawsze","nigdy","często","bardzo często","bardzo często","bardzo rzadko","rzadko","zawsze","rzadko","rzadko","6-8","1","5","nie uprawiam żadnego sportu","samochód","1","powyżej 8","mniej niż 1","bardzo często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","1"
"2019/11/04 8:10:41 PM GMT+1","kobieta","21","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","zgadzam się","zgadzam się","nie zgadzam się","rzadko","bardzo rzadko","bardzo rzadko","rzadko","bardzo rzadko","rzadko","bardzo rzadko","czasami","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","czasami","czasami","rzadko","czasami","czasami","rzadko","czasami","rzadko","nigdy","nigdy","8-10","4","3","nie uprawiam żadnego sportu","komunikacja miejska","4","mniej niż 3","więcej niż 4","często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/04 9:09:24 PM GMT+1","kobieta","21","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","bardzo rzadko","czasami","czasami","nigdy","często","rzadko","rzadko","często","bardzo często","czasami","czasami","często","czasami","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","czasami","bardzo rzadko","rzadko","czasami","rzadko","4-6","2","2","więcej niż 4","samochód","3","nie używam/rzadko używam komputera do pracy/nauki","więcej niż 4","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","1","2"
"2019/11/04 10:00:13 PM GMT+1","mężczyzna","34","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","często","bardzo rzadko","nigdy","czasami","nigdy","często","nigdy","nigdy","nigdy","nigdy","czasami","bardzo rzadko","bardzo rzadko","nigdy","rzadko","nigdy","czasami","czasami","czasami","bardzo rzadko","bardzo rzadko","często","nigdy","nigdy","8-10","4","4","nie uprawiam żadnego sportu","komunikacja miejska","1","powyżej 8","więcej niż 4","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","4 - 5","5"
"2019/11/04 10:27:55 PM GMT+1","mężczyzna","20","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","czasami","rzadko","bardzo często","często","często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo rzadko","bardzo rzadko","rzadko","często","nigdy","często","często","często","czasami","często","bardzo rzadko","nigdy","bardzo często","nigdy","nigdy","6-8","4","4","nie uprawiam żadnego sportu","komunikacja miejska","3","3 - 5","1 - 2","często","mięso i ciężkostrawne potrawy","wszystko mi jedno","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/05 9:31:23 AM GMT+1","kobieta","22","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","czasami","często","często","często","często","często","czasami","często","często","często","często","często","często","często","często","często","często","często","często","często","często","bardzo często","często","bardzo często","8-10","2","4","nie uprawiam żadnego sportu","chodzę pieszo","3","3 - 5","2 - 3","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","5 i więcej","3"
"2019/11/05 10:19:14 AM GMT+1","mężczyzna","23","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","bardzo rzadko","bardzo rzadko","bardzo często","czasami","bardzo często","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","często","nigdy","często","bardzo często","często","nigdy","bardzo rzadko","czasami","nigdy","nigdy","4-6","3","4","więcej niż 4","komunikacja miejska","4","3 - 5","więcej niż 4","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/05 7:08:38 PM GMT+1","mężczyzna","26","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","czasami","czasami","czasami","czasami","czasami","czasami","nigdy","bardzo rzadko","czasami","nigdy","nigdy","rzadko","bardzo rzadko","nigdy","bardzo często","nigdy","czasami","często","czasami","bardzo rzadko","bardzo rzadko","często","nigdy","nigdy","4-6","3","4","2,5 - 4","samochód","3","powyżej 8","3 - 4","rzadko","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/05 8:31:09 PM GMT+1","mężczyzna","18","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","często","często","czasami","zawsze","często","bardzo często","często","rzadko","czasami","czasami","czasami","czasami","czasami","czasami","bardzo często","czasami","bardzo często","bardzo często","bardzo często","czasami","bardzo rzadko","bardzo często","rzadko","bardzo rzadko","8-10","2","3","2,5 - 4","samochód","4","3 - 5","2 - 3","czasami","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","1","3"
"2019/11/05 8:55:53 PM GMT+1","kobieta","16","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","często","często","czasami","rzadko","często","bardzo często","nigdy","czasami","czasami","rzadko","rzadko","czasami","rzadko","rzadko","bardzo rzadko","nigdy","nigdy","czasami","czasami","bardzo rzadko","nigdy","czasami","bardzo rzadko","bardzo rzadko","6-8","4","4","więcej niż 4","samochód","3","nie używam/rzadko używam komputera do pracy/nauki","2 - 3","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
